EpochTime,3.feed_5975.PM2_5
1478925000,4
1478928600,15
1478932200,3
1478935800,9
1478939400,11
1478943000,12
1478946600,10
1478950200,8
1478953800,8
1478957400,20
1478961000,18
1478964600,14
1478968200,8
1478971800,4
1478975400,3
1478979000,2
1478982600,5
1478986200,0
1478989800,3
1478993400,9
1478997000,12
1479000600,11
1479004200,15
1479007800,18
1479011400,39
1479015000,42
1479018600,54
1479022200,36
1479025800,33
1479029400,35
1479033000,34
1479036600,33
1479040200,35
1479043800,33
1479047400,28
1479051000,24
1479054600,10
1479058200,4
1479061800,5
1479065400,0
1479069000,1
1479072600,3
1479076200,2
1479079800,11
1479083400,11
1479087000,16
1479090600,18
1479094200,19
1479097800,23
1479101400,32
1479105000,37
1479108600,24
1479112200,19
1479115800,21
1479119400,31
1479123000,25
1479126600,21
1479130200,21
1479133800,38
1479137400,30
1479141000,20
1479144600,12
1479148200,11
1479151800,8
1479155400,10
1479159000,10
1479162600,16
1479166200,16
1479169800,19
1479173400,16
1479177000,17
1479180600,21
1479184200,29
1479187800,20
1479191400,27
1479195000,27
1479198600,24
1479202200,26
1479205800,24
1479209400,21
1479213000,26
1479216600,26
1479220200,36
1479223800,35
1479227400,24
1479231000,23
1479234600,20
1479238200,12
1479241800,10
1479245400,5
1479249000,10
1479252600,16
1479256200,18
1479259800,20
1479263400,27
1479267000,25
1479270600,28
1479274200,27
1479277800,30
1479281400,45
1479285000,41
1479288600,34
1479292200,32
1479295800,32
1479299400,28
1479303000,20
1479306600,25
1479310200,31
1479313800,28
1479317400,25
1479321000,19
1479324600,21
1479328200,17
1479331800,13
1479335400,12
1479339000,19
1479342600,26
1479346200,24
1479349800,25
1479353400,24
1479357000,23
1479360600,24
1479364200,27
1479367800,24
1479371400,23
1479375000,25
1479378600,28
1479382200,23
1479385800,26
1479389400,20
1479393000,30
1479411000,21
1479414600,23
1479418200,24
1479421800,18
1479425400,16
1479429000,15
1479432600,19
1479436200,21
1479439800,18
1479443400,24
1479447000,28
1479450600,26
1479454200,24
1479457800,20
1479461400,21
1479465000,18
1479468600,15
1479472200,16
1479475800,23
1479479400,26
1479483000,26
1479486600,24
1479490200,23
1479493800,15
1479497400,8
1479501000,12
1479504600,12
1479508200,14
1479511800,16
1479515400,15
1479519000,12
1479522600,14
1479526200,12
1479529800,13
1479533400,18
1479537000,18
1479540600,20
1479544200,17
1479547800,22
1479551400,22
1479555000,26
1479558600,22
1479562200,16
1479565800,24
1479569400,19
1479573000,5
1479576600,-1
1479580200,0
1479587400,0
1479591000,2
1479594600,0
1479598200,3
1479601800,3
1479605400,2
1479609000,2
1479612600,2
1479616200,1
1479619800,2
1479623400,0
1479627000,1
1479630600,1
1479634200,2
1479637800,4
1479641400,0
1479645000,2
1479648600,6
1479652200,2
1479655800,4
1479659400,4
1479663000,3
1479666600,0
1479670200,8
1479673800,1
1479677400,1
1479681000,6
1479684600,4
1479688200,3
1479691800,4
1479695400,4
1479699000,5
1479702600,0
1479706200,6
1479709800,7
1479713400,6
1479717000,6
1479720600,2
1479724200,3
1479727800,3
1479731400,1
1479738600,0
1479742200,3
1479745800,7
1479749400,5
1479753000,3
1479756600,5
1479760200,2
1479763800,12
1479767400,14
1479771000,6
1479774600,5
1479778200,6
1479781800,5
1479785400,8
1479789000,7
1479792600,8
1479796200,8
1479799800,11
1479803400,15
1479807000,9
1479810600,10
1479814200,12
1479817800,16
1479821400,14
1479825000,15
1479828600,15
1479832200,6
1479835800,4
1479839400,6
1479843000,2
1479846600,5
1479850200,9
1479853800,11
1479857400,11
1479861000,11
1479864600,15
1479868200,16
1479871800,10
1479875400,18
1479879000,24
1479882600,47
1479886200,45
1479889800,31
1479893400,19
1479897000,12
1479900600,12
1479904200,10
1479907800,3
1479911400,11
1479915000,24
1479918600,13
1479922200,5
1479925800,17
1479929400,15
1479933000,14
1479936600,13
1479940200,20
1479943800,14
1479947400,9
1479951000,10
1479954600,10
1479958200,14
1479961800,11
1479965400,6
1479969000,4
1479972600,17
1479976200,26
1479979800,33
1479983400,35
1479987000,37
1479990600,36
1479994200,41
1479997800,36
1480001400,28
1480005000,22
1480008600,17
1480012200,15
1480015800,15
1480019400,15
1480023000,13
1480026600,13
1480030200,14
1480033800,7
1480037400,7
1480041000,2
1480044600,4
1480048200,1
1480051800,-2
1480055400,0
1480059000,5
1480062600,7
1480066200,7
1480069800,7
1480073400,10
1480077000,7
1480080600,8
1480084200,9
1480087800,8
1480091400,5
1480095000,3
1480098600,2
1480102200,8
1480105800,4
1480109400,13
1480113000,15
1480116600,7
1480120200,10
1480123800,10
1480127400,11
1480131000,7
1480134600,5
1480138200,0
1480141800,6
1480145400,9
1480149000,7
1480152600,11
1480156200,6
1480159800,7
1480163400,8
1480167000,16
1480170600,19
1480174200,17
1480177800,13
1480181400,13
1480185000,8
1480188600,5
1480192200,7
1480195800,6
1480199400,2
1480203000,7
1480206600,7
1480210200,6
1480213800,9
1480217400,8
1480221000,7
1480224600,13
1480228200,11
1480231800,12
1480235400,11
1480239000,7
1480242600,7
1480246200,8
1480249800,10
1480253400,9
1480257000,12
1480260600,11
1480264200,9
1480267800,5
1480271400,7
1480275000,7
1480278600,7
1480282200,7
1480285800,11
1480289400,16
1480293000,14
1480296600,12
1480300200,13
1480303800,11
1480307400,15
1480311000,22
1480314600,21
1480318200,14
1480321800,11
1480325400,13
1480329000,6
1480332600,10
1480336200,6
1480339800,19
1480343400,19
1480347000,17
1480350600,12
1480354200,11
1480357800,10
1480361400,15
1480365000,10
1480368600,8
1480372200,9
1480375800,7
1480379400,12
1480383000,14
1480386600,12
1480390200,13
1480393800,13
1480397400,13
1480401000,15
1480404600,13
1480408200,10
1480411800,8
1480415400,5
1480419000,7
1480422600,7
1480426200,12
1480429800,16
1480433400,19
1480437000,9
1480440600,6
1480444200,4
1480447800,7
1480451400,3
1480455000,2
1480458600,3
1480462200,11
1480465800,16
1480469400,13
1480473000,19
1480476600,14
1480480200,9
1480483800,14
1480487400,11
1480491000,7
1480494600,9
1480498200,7
1480501800,7
1480505400,8
1480509000,5
1480512600,8
1480516200,4
1480519800,4
1480523400,6
1480527000,11
1480530600,8
1480534200,9
1480537800,5
1480541400,8
1480545000,9
1480548600,7
1480552200,4
1480555800,4
1480559400,4
1480563000,0
1480566600,6
1480570200,1
1480573800,10
1480577400,8
1480581000,11
1480584600,6
1480588200,11
1480591800,8
1480595400,8
1480599000,7
1480602600,8
1480606200,4
1480609800,9
1480613400,6
1480617000,2
1480620600,1
1480624200,3
1480627800,5
1480631400,7
1480635000,7
1480638600,3
1480642200,5
1480645800,3
1480649400,0
1480653000,0
1480656600,3
1480660200,4
1480663800,8
1480667400,8
1480671000,5
1480674600,3
1480678200,4
1480681800,7
1480685400,3
1480689000,12
1480692600,12
1480696200,7
1480699800,5
1480703400,3
1480707000,4
1480710600,3
1480714200,-1
1480717800,2
1480721400,4
1480725000,6
1480728600,4
1480732200,7
1480735800,4
1480739400,7
1480743000,2
1480746600,2
1480750200,9
1480753800,7
1480757400,3
1480761000,5
1480764600,2
1480768200,4
1480771800,11
1480775400,17
1480779000,12
1480782600,5
1480786200,4
1480789800,8
1480793400,12
1480797000,9
1480800600,6
1480804200,16
1480807800,11
1480811400,15
1480815000,10
1480818600,7
1480822200,4
1480825800,6
1480829400,0
1480833000,10
1480836600,9
1480840200,7
1480843800,9
1480847400,8
1480851000,10
1480854600,12
1480858200,21
1480861800,25
1480865400,16
1480869000,14
1480872600,6
1480876200,7
1480879800,4
1480883400,4
1480887000,5
1480890600,7
1480894200,5
1480897800,3
1480901400,4
1480905000,7
1480908600,13
1480912200,7
1480915800,11
1480919400,17
1480923000,14
1480926600,11
1480930200,4
1480933800,5
1480937400,4
1480941000,6
1480948200,5
1480951800,8
1480955400,7
1480959000,7
1480962600,6
1480966200,6
1480969800,7
1480973400,9
1480977000,15
1480980600,9
1480984200,13
1480987800,11
1480991400,10
1480995000,12
1480998600,10
1481002200,15
1481005800,13
1481009400,11
1481013000,6
1481016600,8
1481020200,7
1481023800,8
1481027400,8
1481031000,3
1481034600,2
1481038200,7
1481041800,5
1481045400,2
1481049000,2
1481052600,0
1481056200,3
1481059800,11
1481063400,1
1481067000,-2
1481070600,4
1481074200,2
1481077800,5
1481081400,9
1481085000,11
1481088600,9
1481092200,17
1481095800,18
1481099400,15
1481103000,15
1481106600,15
1481110200,15
1481113800,17
1481117400,18
1481121000,21
1481124600,24
1481128200,14
1481131800,13
1481135400,9
1481139000,4
1481142600,3
1481146200,2
1481149800,6
1481153400,8
1481157000,9
1481160600,8
1481164200,8
1481167800,5
1481171400,6
1481175000,10
1481178600,7
1481182200,9
1481185800,8
1481189400,9
1481193000,5
1481196600,7
1481200200,10
1481203800,9
1481207400,10
1481211000,15
1481214600,7
1481218200,7
1481221800,5
1481225400,5
1481229000,10
1481232600,4
1481236200,4
1481239800,7
1481243400,9
1481247000,6
1481250600,4
1481254200,6
1481257800,3
1481261400,8
1481265000,6
1481268600,9
1481272200,9
1481275800,4
1481279400,8
1481283000,11
1481286600,9
1481290200,23
1481293800,17
1481297400,14
1481301000,12
1481304600,13
1481308200,9
1481311800,10
1481315400,9
1481319000,10
1481322600,10
1481326200,11
1481329800,9
1481333400,8
1481337000,7
1481340600,11
1481344200,10
1481347800,14
1481351400,14
1481355000,10
1481358600,13
1481362200,10
1481365800,10
1481369400,10
1481373000,10
1481376600,14
1481380200,12
1481383800,9
1481387400,10
1481391000,4
1481394600,9
1481398200,8
1481401800,7
1481405400,14
1481409000,16
1481412600,11
1481416200,11
1481419800,15
1481423400,10
1481427000,12
1481430600,14
1481434200,12
1481437800,16
1481441400,16
1481445000,12
1481448600,13
1481452200,11
1481455800,11
1481459400,10
1481463000,14
1481466600,17
1481470200,12
1481473800,6
1481477400,10
1481481000,10
1481484600,7
1481488200,7
1481491800,2
1481495400,9
1481499000,11
1481502600,12
1481506200,11
1481509800,7
1481513400,9
1481517000,9
1481520600,11
1481524200,11
1481527800,12
1481531400,37
1481535000,25
1481538600,9
1481542200,8
1481545800,9
1481549400,3
1481553000,6
1481556600,13
1481560200,10
1481563800,6
1481567400,4
1481571000,6
1481574600,10
1481578200,7
1481581800,12
1481585400,14
1481589000,17
1481592600,12
1481596200,12
1481599800,14
1481603400,15
1481607000,19
1481610600,16
1481614200,19
1481617800,18
1481621400,17
1481625000,17
1481628600,17
1481632200,25
1481635800,22
1481639400,24
1481643000,31
1481646600,22
1481650200,24
1481653800,23
1481657400,24
1481661000,24
1481664600,21
1481668200,22
1481671800,21
1481675400,18
1481679000,13
1481682600,12
1481686200,17
1481689800,8
1481693400,10
1481697000,12
1481700600,15
1481704200,17
1481707800,17
1481711400,16
1481715000,18
1481718600,16
1481722200,13
1481725800,15
1481729400,19
1481733000,16
1481736600,9
1481740200,9
1481743800,8
1481747400,8
1481751000,11
1481754600,8
1481758200,8
1481761800,12
1481765400,9
1481769000,6
1481772600,5
1481776200,6
1481779800,1
1481783400,10
1481787000,14
1481790600,13
1481794200,12
1481797800,10
1481801400,10
1481805000,8
1481808600,16
1481812200,15
1481815800,9
1481819400,9
1481823000,7
1481844600,9
1481848200,11
1481851800,12
1481855400,11
1481859000,12
1481862600,14
1481866200,7
1481869800,8
1481873400,12
1481877000,11
1481880600,9
1481884200,11
1481887800,9
1481891400,11
1481895000,17
1481898600,16
1481902200,17
1481905800,18
1481909400,15
1481913000,12
1481916600,8
1481920200,6
1481923800,3
1481927400,3
1481931000,2
1481934600,7
1481938200,8
1481941800,11
1481945400,10
1481949000,6
1481952600,4
1481956200,1
1481959800,4
1481963400,13
1481967000,4
1481970600,4
1481974200,5
1481977800,7
1481981400,10
1481985000,7
1481988600,12
1481992200,6
1481995800,7
1481999400,7
1482003000,24
1482006600,31
1482010200,35
1482013800,37
1482017400,22
1482021000,27
1482024600,19
1482028200,13
1482031800,8
1482035400,7
1482039000,4
1482042600,5
1482046200,3
1482049800,-2
1482053400,1
1482057000,0
1482060600,2
1482064200,7
1482067800,10
1482071400,12
1482075000,11
1482078600,7
1482082200,6
1482085800,8
1482089400,8
1482093000,7
1482096600,8
1482100200,10
1482103800,9
1482107400,4
1482111000,7
1482114600,6
1482118200,6
1482121800,2
1482125400,8
1482129000,7
1482132600,3
1482136200,5
1482139800,9
1482143400,7
1482147000,9
1482150600,11
1482154200,10
1482157800,13
1482161400,12
1482165000,5
1482168600,4
1482172200,8
1482175800,10
1482179400,9
1482183000,15
1482186600,16
1482190200,11
1482193800,14
1482197400,17
1482201000,15
1482204600,16
1482208200,16
1482211800,18
1482215400,23
1482219000,19
1482222600,18
1482226200,19
1482229800,22
1482233400,21
1482237000,20
1482240600,23
1482244200,44
1482247800,50
1482251400,35
1482255000,17
1482258600,9
1482262200,6
1482265800,6
1482269400,4
1482273000,5
1482276600,10
1482280200,10
1482283800,5
1482287400,10
1482291000,11
1482294600,13
1482298200,11
1482301800,10
1482305400,12
1482309000,12
1482312600,13
1482316200,12
1482319800,13
1482323400,15
1482327000,15
1482330600,19
1482334200,24
1482337800,16
1482341400,15
1482345000,10
1482348600,9
1482352200,9
1482355800,13
1482359400,12
1482363000,16
1482366600,24
1482370200,22
1482373800,17
1482377400,16
1482381000,25
1482384600,14
1482388200,22
1482391800,16
1482395400,7
1482399000,6
1482402600,8
1482406200,9
1482409800,10
1482413400,27
1482417000,26
1482420600,23
1482424200,19
1482427800,19
1482431400,19
1482435000,20
1482438600,16
1482442200,18
1482445800,15
1482449400,17
1482453000,14
1482456600,13
1482460200,15
1482463800,11
1482467400,12
1482471000,1
1482474600,12
1482478200,16
1482481800,10
1482485400,12
1482489000,12
1482492600,10
1482496200,10
1482499800,16
1482503400,18
1482507000,14
1482510600,16
1482514200,15
1482517800,15
1482521400,16
1482525000,13
1482528600,11
1482532200,16
1482535800,18
1482539400,14
1482543000,14
1482546600,17
1482550200,18
1482553800,19
1482557400,21
1482561000,21
1482564600,15
1482568200,4
1482571800,5
1482575400,5
1482579000,4
1482582600,6
1482586200,6
1482589800,12
1482593400,9
1482597000,11
1482600600,7
1482604200,8
1482607800,3
1482611400,7
1482615000,6
1482618600,9
1482622200,13
1482625800,12
1482629400,11
1482633000,16
1482636600,16
1482640200,13
1482643800,17
1482647400,18
1482651000,14
1482654600,16
1482658200,12
1482661800,11
1482665400,10
1482669000,7
1482672600,16
1482676200,15
1482679800,11
1482683400,13
1482687000,12
1482690600,11
1482694200,11
1482697800,9
1482701400,7
1482705000,9
1482708600,6
1482712200,11
1482715800,10
1482719400,12
1482723000,8
1482726600,11
1482730200,15
1482733800,17
1482737400,10
1482741000,11
1482744600,11
1482748200,8
1482751800,6
1482755400,8
1482759000,2
1482762600,8
1482766200,9
1482769800,12
1482773400,10
1482777000,9
1482780600,16
1482784200,15
1482787800,12
1482791400,14
1482795000,14
1482798600,13
1482802200,11
1482805800,7
1482809400,3
1482813000,1
1482816600,5
1482820200,7
1482823800,5
1482834600,3
1482838200,1
1482841800,4
1482845400,6
1482849000,8
1482852600,9
1482856200,7
1482859800,3
1482863400,4
1482867000,3
1482870600,3
1482874200,0
1482877800,4
1482881400,6
1482885000,4
1482888600,4
1482892200,5
1482895800,4
1482899400,4
1482903000,4
1482906600,9
1482910200,9
1482913800,5
1482917400,8
1482921000,4
1482924600,1
1482928200,6
1482931800,7
1482935400,9
1482939000,7
1482942600,11
1482946200,11
1482949800,7
1482953400,6
1482957000,3
1482960600,5
1482964200,8
1482967800,5
1482971400,10
1482975000,8
1482978600,6
1482982200,8
1482985800,9
1482989400,11
1482993000,6
1482996600,12
1483000200,11
1483003800,10
1483007400,11
1483011000,11
1483014600,7
1483018200,6
1483021800,10
1483025400,10
1483029000,9
1483032600,0
1483036200,7
1483039800,6
1483043400,1
1483047000,5
1483050600,7
1483054200,2
1483057800,7
1483061400,6
1483065000,3
1483068600,2
1483072200,0
1483079400,2
1483083000,8
1483086600,10
1483090200,6
1483093800,2
1483097400,1
1483101000,1
1483104600,0
1483108200,2
1483111800,6
1483115400,5
1483119000,2
1483122600,4
1483126200,4
1483129800,3
1483133400,4
1483137000,7
1483140600,6
1483144200,6
1483147800,5
1483151400,7
1483155000,7
1483158600,7
1483162200,13
1483165800,9
1483169400,10
1483173000,10
1483176600,12
1483180200,11
1483183800,7
1483187400,6
1483191000,1
1483194600,8
1483198200,8
1483201800,7
1483205400,2
1483209000,4
1483212600,1
1483216200,0
1483219800,6
1483223400,5
1483227000,6
1483230600,4
1483234200,8
1483237800,7
1483241400,9
1483245000,13
1483248600,10
1483252200,11
1483255800,13
1483259400,8
1483263000,6
1483266600,13
1483270200,15
1483273800,13
1483277400,14
1483281000,17
1483284600,20
1483288200,20
1483291800,13
1483295400,12
1483299000,9
1483302600,6
1483306200,0
1483309800,7
1483313400,3
1483317000,12
1483320600,9
1483324200,15
1483327800,12
1483331400,10
1483335000,5
1483338600,7
1483342200,10
1483345800,8
1483349400,12
1483353000,8
1483356600,7
1483360200,5
1483363800,4
1483367400,3
1483371000,4
1483374600,6
1483378200,3
1483381800,3
1483385400,3
1483389000,2
1483392600,1
1483396200,6
1483399800,6
1483403400,8
1483407000,5
1483410600,3
1483414200,1
1483417800,1
1483421400,0
1483425000,2
1483428600,0
1483432200,1
1483435800,0
1483439400,0
1483443000,3
1483446600,0
1483453800,0
1483457400,0
1483461000,0
1483464600,-1
1483468200,0
1483471800,5
1483475400,5
1483479000,2
1483482600,3
1483486200,11
1483489800,16
1483493400,12
1483497000,9
1483500600,10
1483504200,5
1483507800,1
1483511400,3
1483515000,3
1483518600,6
1483522200,6
1483525800,5
1483529400,0
1483533000,0
1483536600,3
1483540200,6
1483543800,11
1483547400,11
1483551000,6
1483554600,6
1483558200,5
1483561800,3
1483565400,3
1483572600,0
1483576200,2
1483579800,5
1483583400,3
1483587000,4
1483590600,3
1483594200,3
1483597800,4
1483601400,8
1483605000,4
1483608600,3
1483612200,8
1483615800,6
1483619400,5
1483623000,13
1483626600,9
1483630200,9
1483633800,8
1483637400,6
1483641000,4
1483644600,2
1483648200,1
1483651800,3
1483655400,7
1483659000,7
1483662600,4
1483666200,10
1483669800,9
1483673400,9
1483677000,10
1483680600,6
1483684200,4
1483687800,6
1483691400,8
1483695000,13
1483698600,12
1483702200,13
1483705800,18
1483709400,28
1483713000,16
1483716600,20
1483720200,20
1483723800,16
1483727400,10
1483731000,7
1483734600,13
1483738200,10
1483741800,10
1483745400,17
1483749000,25
1483752600,26
1483756200,22
1483759800,22
1483763400,24
1483767000,20
1483770600,18
1483774200,19
1483777800,24
1483781400,24
1483785000,18
1483788600,20
1483792200,16
1483795800,15
1483799400,19
1483803000,19
1483806600,24
1483810200,17
1483813800,14
1483817400,14
1483821000,15
1483824600,9
1483828200,23
1483831800,19
1483835400,12
1483839000,14
1483842600,14
1483846200,16
1483849800,17
1483853400,11
1483857000,16
1483860600,23
1483864200,20
1483867800,19
1483871400,14
1483875000,16
1483878600,13
1483882200,13
1483885800,9
1483889400,10
1483893000,8
1483896600,5
1483900200,1
1483903800,2
1483907400,3
1483911000,-1
1483914600,9
1483918200,6
1483921800,4
1483925400,10
1483929000,8
1483932600,15
1483936200,17
1483939800,7
1483943400,11
1483947000,18
1483950600,24
1483954200,24
1483957800,16
1483961400,23
1483965000,21
1483968600,9
1483972200,6
1483975800,13
1483979400,11
1483983000,13
1483986600,10
1483990200,5
1483993800,7
1483997400,1
1484001000,4
1484004600,8
1484008200,6
1484011800,13
1484015400,18
1484019000,15
1484022600,11
1484026200,10
1484029800,10
1484033400,24
1484037000,17
1484040600,12
1484044200,11
1484047800,7
1484051400,6
1484055000,7
1484058600,7
1484062200,3
1484065800,6
1484069400,2
1484073000,8
1484076600,10
1484080200,9
1484083800,10
1484087400,12
1484091000,6
1484094600,0
1484098200,1
1484101800,3
1484105400,2
1484109000,3
1484112600,10
1484116200,11
1484119800,8
1484123400,6
1484127000,4
1484130600,7
1484134200,4
1484137800,5
1484141400,0
1484145000,7
1484148600,16
1484152200,13
1484155800,13
1484159400,7
1484163000,5
1484166600,2
1484170200,3
1484173800,8
1484177400,9
1484181000,6
1484184600,6
1484188200,12
1484191800,10
1484195400,8
1484199000,12
1484202600,9
1484206200,4
1484209800,2
1484213400,5
1484217000,5
1484220600,7
1484224200,7
1484227800,8
1484231400,7
1484235000,6
1484238600,4
1484242200,5
1484245800,4
1484249400,5
1484253000,6
1484256600,19
1484260200,8
1484263800,8
1484267400,7
1484271000,10
1484274600,11
1484278200,11
1484281800,4
1484285400,4
1484289000,10
1484292600,13
1484296200,8
1484299800,6
1484303400,8
1484307000,7
1484310600,6
1484314200,2
1484317800,9
1484321400,10
1484325000,11
1484328600,7
1484332200,8
1484335800,5
1484339400,4
1484343000,-2
1484346600,4
1484350200,8
1484353800,3
1484357400,10
1484361000,9
1484364600,10
1484368200,8
1484371800,0
1484375400,3
1484379000,10
1484382600,10
1484386200,8
1484389800,8
1484393400,9
1484397000,9
1484400600,9
1484404200,8
1484407800,10
1484411400,7
1484415000,9
1484418600,7
1484422200,9
1484425800,14
1484429400,15
1484433000,13
1484436600,12
1484440200,13
1484443800,19
1484447400,17
1484451000,15
1484454600,15
1484458200,17
1484461800,20
1484465400,16
1484469000,15
1484472600,12
1484476200,13
1484479800,16
1484483400,11
1484487000,11
1484490600,18
1484494200,19
1484497800,17
1484501400,10
1484505000,11
1484508600,11
1484512200,15
1484515800,11
1484519400,12
1484523000,16
1484526600,14
1484530200,20
1484533800,20
1484537400,28
1484541000,32
1484544600,42
1484548200,41
1484551800,30
1484555400,21
1484559000,10
1484562600,19
1484566200,19
1484569800,14
1484573400,7
1484577000,14
1484580600,20
1484584200,18
1484587800,18
1484591400,25
1484595000,27
1484598600,24
1484602200,19
1484605800,19
1484609400,22
1484613000,19
1484616600,18
1484620200,15
1484623800,20
1484627400,20
1484631000,22
1484634600,22
1484638200,24
1484641800,25
1484645400,20
1484649000,13
1484652600,14
1484656200,22
1484659800,17
1484663400,23
1484667000,17
1484670600,10
1484674200,5
1484677800,4
1484681400,1
1484685000,3
1484692200,5
1484695800,11
1484699400,11
1484703000,10
1484706600,4
1484710200,4
1484713800,5
1484717400,12
1484721000,10
1484724600,4
1484728200,6
1484731800,6
1484735400,5
1484739000,3
1484742600,6
1484746200,1
1484749800,3
1484753400,4
1484757000,6
1484760600,4
1484764200,0
1484767800,3
1484771400,5
1484775000,5
1484778600,6
1484782200,8
1484785800,4
1484789400,5
1484793000,7
1484796600,7
1484800200,8
1484803800,3
1484807400,7
1484811000,11
1484814600,8
1484818200,4
1484821800,4
1484825400,3
1484829000,5
1484832600,4
1484836200,5
1484839800,9
1484843400,6
1484847000,7
1484850600,7
1484854200,16
1484857800,15
1484861400,9
1484865000,10
1484868600,13
1484872200,14
1484875800,15
1484879400,15
1484883000,11
1484886600,10
1484890200,10
1484893800,11
1484897400,13
1484901000,10
1484904600,12
1484908200,6
1484911800,11
1484915400,11
1484919000,10
1484922600,12
1484926200,10
1484929800,12
1484951400,7
1484955000,9
1484958600,10
1484962200,13
1484965800,10
1484969400,8
1484973000,6
1484976600,14
1484980200,27
1484983800,26
1484987400,22
1484991000,13
1484994600,9
1484998200,8
1485001800,4
1485005400,4
1485009000,12
1485012600,17
1485016200,10
1485019800,12
1485023400,8
1485027000,3
1485030600,5
1485037800,3
1485041400,7
1485045000,11
1485048600,14
1485052200,12
1485055800,11
1485059400,11
1485063000,13
1485066600,17
1485070200,14
1485073800,15
1485077400,17
1485081000,10
1485084600,9
1485088200,7
1485091800,10
1485095400,14
1485099000,12
1485102600,8
1485106200,0
1485109800,9
1485113400,11
1485117000,9
1485120600,6
1485124200,10
1485127800,13
1485131400,14
1485135000,6
1485138600,3
1485142200,2
1485145800,4
1485149400,2
