EpochTime,3.feed_27.NO_PPB,3.feed_27.NOY_PPB,3.feed_27.CO_PPB,3.feed_27.SO2_PPB
1504819800,0.9,3.6,169.9,0.5
1504823400,0.3,4.3,187.8,0.5
1504827000,0.8,7.8,216.4,0.3
1504830600,1.1,10.7,231.4,0.1
1504834200,0.1,4.8,196.8,0.1
1504837800,0.0,2.1,167.8,0.0
1504841400,0.1,5.8,182.1,0.0
1504845000,0.3,5.5,185.4,0.1
1504848600,0.0,4.4,,0.0
1504852200,,,185.7,0.1
1504855800,0.0,6.0,172.7,
1504859400,0.1,8.4,179.0,0.1
1504863000,0.4,9.2,197.5,0.0
1504866600,1.4,12.4,204.4,0.1
1504870200,2.2,13.9,237.1,0.1
1504873800,5.4,14.2,233.2,0.3
1504877400,4.7,10.4,361.2,0.7
1504881000,2.1,6.5,188.8,1.9
1504884600,1.1,4.6,189.2,0.7
1504888200,0.7,2.9,160.2,0.5
1504891800,0.6,2.4,155.4,0.9
1504895400,0.5,2.6,150.5,0.4
1504899000,0.6,2.4,152.3,0.0
1504902600,0.2,1.5,145.0,0.3
1504906200,0.2,1.7,148.2,0.3
1504909800,0.1,2.0,160.8,0.0
1504913400,0.0,3.4,184.5,0.0
1504917000,0.0,6.3,247.4,0.1
1504920600,0.0,11.4,312.8,0.1
1504924200,0.0,7.6,247.0,0.1
1504927800,0.0,7.9,253.7,0.0
1504931400,0.3,11.5,341.9,0.0
1504935000,0.9,12.8,,0.0
1504938600,,,306.3,0.0
1504942200,0.8,8.3,288.8,
1504945800,0.5,7.6,270.0,0.0
1504949400,3.1,10.7,271.2,0.0
1504953000,5.0,13.1,254.6,0.0
1504956600,26.8,37.3,306.2,0.3
1504960200,9.3,16.3,275.1,0.1
1504963800,2.3,5.5,203.4,0.0
1504967400,1.8,4.5,186.2,0.1
1504971000,0.8,3.0,171.9,0.1
1504974600,0.2,1.1,153.3,0.0
1504978200,0.1,0.8,155.7,0.0
1504981800,0.1,0.6,153.2,0.0
1504985400,0.1,0.6,149.8,0.0
1504989000,0.1,0.7,155.1,0.0
1504992600,0.0,0.5,151.1,0.0
1504996200,0.0,0.4,148.4,0.0
1504999800,0.0,1.3,177.0,0.0
1505003400,0.1,9.7,306.1,0.0
1505007000,0.2,11.8,339.7,0.0
1505010600,0.2,9.6,341.2,0.0
1505014200,0.0,5.0,246.6,0.0
1505017800,0.0,4.8,230.1,0.0
1505021400,0.0,3.5,,0.0
1505025000,,,233.9,-0.1
1505028600,0.0,4.9,220.2,
1505032200,0.3,8.1,206.0,-0.1
1505035800,0.1,6.0,197.8,-0.1
1505039400,0.2,4.6,186.3,-0.1
1505043000,1.2,5.4,200.7,-0.1
1505046600,2.5,6.2,200.9,0.0
1505050200,1.5,3.5,164.4,0.0
1505053800,1.2,2.8,163.7,0.1
1505057400,0.9,2.0,157.6,0.3
1505061000,0.4,1.0,154.8,0.2
1505064600,0.3,0.9,152.1,0.5
1505068200,0.2,0.8,147.2,0.8
1505071800,0.1,0.5,144.1,0.3
1505075400,0.1,0.4,145.9,0.3
1505079000,0.0,0.5,147.1,0.5
1505082600,0.0,0.9,147.8,0.7
1505086200,0.0,2.5,171.1,0.5
1505089800,0.0,9.3,280.8,0.2
1505093400,0.0,8.1,271.4,0.0
1505097000,0.2,7.8,261.3,0.0
1505100600,0.4,9.5,266.9,0.0
1505104200,1.1,10.7,257.5,0.0
1505107800,1.3,9.8,,0.0
1505111400,,,236.1,0.0
1505115000,2.2,9.3,235.7,
1505118600,4.0,10.9,237.4,0.0
1505122200,4.8,11.9,240.4,0.0
1505125800,8.9,15.6,280.4,0.0
1505129400,17.9,25.1,330.3,0.2
1505133000,19.9,27.5,363.1,0.3
1505136600,13.2,21.3,301.7,0.4
1505140200,6.0,12.4,240.2,0.6
1505143800,1.8,5.0,184.7,0.3
1505147400,0.8,2.9,210.6,0.0
1505151000,0.7,3.0,162.6,0.0
1505154600,0.4,2.6,156.4,0.1
1505158200,0.4,2.7,162.8,0.2
1505161800,0.1,1.7,156.4,0.4
1505165400,0.1,2.1,160.4,0.9
1505169000,0.0,3.7,176.4,1.0
1505172600,0.0,4.8,193.1,0.7
1505176200,0.0,7.4,221.6,0.8
1505179800,0.1,13.0,284.5,0.5
1505183400,0.0,9.2,238.4,0.3
1505187000,0.2,12.7,250.4,0.2
1505190600,0.3,12.4,259.1,0.1
1505194200,0.5,11.9,,0.0
1505197800,,,212.8,0.0
1505201400,2.0,12.7,215.5,
1505205000,1.9,12.1,210.7,0.0
1505208600,6.2,16.4,226.7,0.1
1505212200,10.2,22.2,279.0,0.2
1505215800,12.2,26.0,308.2,0.3
1505219400,5.2,16.4,244.4,0.4
1505223000,4.3,13.4,,0.5
1505226600,4.9,13.5,226.8,0.6
1505230200,2.8,9.6,196.8,0.5
1505233800,1.0,5.4,189.1,0.2
1505237400,0.8,5.2,193.2,0.4
1505241000,0.5,4.7,184.5,0.4
1505244600,0.3,4.1,188.2,0.5
1505248200,0.3,4.2,188.8,0.9
1505251800,0.2,4.7,189.9,0.3
1505255400,0.2,4.5,189.9,0.2
1505259000,0.0,5.4,204.7,0.3
1505262600,0.0,6.6,210.7,1.2
1505266200,0.0,6.2,206.1,2.1
1505269800,0.0,6.7,204.9,2.0
1505273400,0.0,7.1,223.5,1.3
1505277000,0.0,7.0,215.1,0.8
1505280600,0.0,5.7,,0.5
1505284200,,,200.4,0.3
1505287800,0.1,7.4,211.3,
1505291400,0.1,8.9,215.5,0.2
1505295000,0.2,9.0,222.6,0.1
1505298600,5.5,18.6,285.2,0.2
1505302200,17.7,32.6,378.5,0.4
1505305800,18.0,32.8,376.0,0.5
1505309400,17.2,34.3,696.3,0.7
1505313000,7.4,18.5,362.3,2.5
1505316600,1.7,6.3,175.3,0.9
1505320200,1.3,5.3,164.7,0.4
1505323800,0.6,3.8,151.3,0.3
1505327400,0.4,2.6,145.4,0.2
1505331000,0.4,2.6,147.4,0.2
1505334600,0.4,2.8,147.6,0.2
1505338200,0.1,3.6,157.0,0.2
1505341800,0.0,3.6,168.2,0.2
1505345400,0.0,6.0,180.4,0.3
1505349000,0.0,6.3,193.1,0.5
1505352600,0.0,5.6,192.7,0.3
1505356200,,6.1,211.3,0.2
1505359800,0.0,3.6,155.1,0.2
1505363400,0.0,2.7,128.5,0.1
1505367000,0.0,1.7,,0.1
1505370600,,,126.2,0.1
1505374200,,2.3,126.8,
1505377800,0.0,4.4,137.6,0.1
1505381400,0.0,5.5,155.6,0.0
1505385000,0.4,9.8,183.2,0.1
1505388600,0.8,10.8,203.6,0.1
1505392200,2.0,12.2,217.1,0.2
1505395800,2.7,10.3,211.2,0.4
1505399400,1.8,6.6,193.6,0.6
1505403000,1.2,4.7,172.1,0.6
1505406600,2.0,7.1,177.7,0.5
1505410200,0.7,4.6,175.5,0.4
1505413800,1.1,5.9,184.1,0.4
1505417400,0.6,4.9,179.3,0.4
1505421000,0.9,5.4,179.9,0.2
1505424600,0.5,5.5,193.3,0.2
1505428200,0.2,6.2,215.7,0.2
1505431800,0.1,8.2,226.4,0.2
1505435400,3.6,18.7,254.0,0.2
1505439000,0.5,12.2,245.3,0.6
1505442600,0.0,9.9,233.7,0.7
1505446200,3.1,19.4,309.5,0.5
1505449800,3.5,18.5,301.3,0.3
1505453400,7.0,19.8,,0.3
1505457000,,,337.5,0.3
1505460600,7.8,16.5,316.2,
1505464200,7.7,16.2,295.5,0.2
1505467800,9.9,17.0,309.4,0.3
1505471400,13.3,20.3,346.1,0.3
1505475000,20.8,32.1,369.3,0.4
1505478600,19.6,32.0,379.7,0.5
1505482200,13.8,26.6,315.3,0.6
1505485800,8.1,21.1,294.2,0.6
1505489400,4.5,17.8,285.8,0.4
1505493000,1.6,11.2,235.4,0.3
1505496600,1.9,8.1,217.2,0.4
1505500200,2.0,8.9,235.9,0.3
1505503800,0.7,6.8,238.0,0.3
1505507400,0.2,5.0,234.5,0.3
1505511000,0.3,5.3,228.0,0.3
1505514600,0.1,4.7,227.9,0.3
1505518200,0.1,11.1,367.8,0.2
1505521800,0.2,15.9,460.9,0.1
1505525400,0.4,17.7,473.9,0.1
1505529000,0.8,16.9,443.8,0.1
1505532600,2.4,18.3,485.5,0.0
1505536200,4.4,17.9,401.1,0.1
1505539800,5.6,17.7,,0.1
1505543400,,,485.6,0.1
1505547000,7.3,17.0,457.4,
1505550600,6.5,16.1,445.0,0.1
1505554200,9.6,18.4,429.5,0.1
1505557800,11.6,18.9,427.4,0.1
1505561400,17.1,24.8,435.5,0.2
1505565000,16.6,25.5,438.7,0.3
1505568600,7.2,14.7,345.6,0.2
1505572200,2.7,8.8,284.6,0.3
1505575800,1.3,5.9,240.0,0.5
1505579400,0.7,5.0,219.6,1.2
1505583000,0.2,4.5,226.3,1.2
1505586600,0.0,2.9,189.9,0.6
1505590200,0.0,2.2,177.4,0.5
1505593800,0.1,2.9,185.9,0.5
1505597400,0.1,3.6,186.7,0.7
1505601000,0.1,5.5,214.4,1.9
1505604600,0.0,11.6,456.3,1.7
1505608200,0.1,15.8,612.0,0.5
1505611800,0.2,15.9,522.4,0.3
1505615400,1.0,15.9,505.0,0.2
1505619000,0.9,13.6,485.7,0.1
1505622600,1.6,13.3,518.4,0.1
1505626200,2.2,12.2,,0.1
1505629800,,,435.1,0.1
1505633400,3.4,9.1,380.6,
1505637000,3.8,9.4,355.0,0.1
1505640600,4.6,9.9,347.9,0.1
1505644200,5.4,10.5,347.6,0.1
1505647800,4.1,9.4,312.3,0.1
1505651400,5.5,10.2,296.0,0.1
1505655000,6.0,11.2,278.7,0.1
1505658600,4.3,10.2,320.6,0.4
1505662200,1.8,7.5,297.1,0.9
1505665800,0.6,5.0,249.4,0.8
1505669400,0.1,2.6,193.8,0.4
1505673000,0.0,1.8,181.6,0.3
1505676600,0.1,3.5,230.2,0.4
1505680200,0.1,3.9,244.2,0.6
1505683800,0.0,4.2,280.5,1.2
1505687400,0.1,7.3,440.2,1.2
1505691000,0.1,15.0,933.9,0.6
1505694600,0.0,10.7,504.3,0.3
1505698200,0.0,12.1,509.4,0.2
1505701800,0.0,12.1,492.8,0.1
1505705400,0.0,8.9,443.1,0.0
1505709000,0.2,10.8,426.2,0.0
1505712600,0.8,9.9,,0.0
1505716200,,,373.7,0.1
1505719800,1.7,8.3,351.6,
1505723400,4.1,10.1,346.0,0.1
1505727000,7.5,13.2,359.2,0.1
1505730600,13.6,19.2,397.3,0.3
1505734200,19.6,27.4,496.4,0.4
1505737800,17.3,26.5,567.6,0.3
1505741400,11.1,21.0,572.0,0.3
1505745000,12.5,26.5,533.8,
1505748600,9.2,26.8,476.7,
1505752200,2.2,14.7,328.3,1.4
1505755800,1.0,11.0,282.3,1.1
1505759400,0.7,8.6,245.5,1.0
1505763000,0.5,8.0,243.9,1.0
1505766600,0.2,5.9,237.5,0.8
1505770200,0.0,3.8,207.9,0.6
1505773800,0.0,3.6,205.1,0.6
1505777400,0.0,9.5,300.6,0.6
1505781000,0.0,13.8,356.3,0.4
1505784600,0.0,13.2,368.3,0.2
1505788200,0.0,11.8,348.6,0.2
1505791800,0.2,14.8,357.0,0.1
1505795400,0.2,14.4,335.1,0.1
1505799000,0.3,12.4,,0.1
1505802600,,,345.7,0.1
1505806200,3.9,15.2,343.1,
1505809800,6.1,16.1,331.0,0.2
1505813400,8.4,16.9,296.8,0.2
1505817000,15.4,23.8,338.3,0.3
1505820600,12.8,22.9,369.1,0.3
1505824200,20.8,31.4,421.2,0.5
1505827800,4.0,14.1,295.6,0.3
1505831400,,,,1.1
1505835000,,,422.8,2.4
1505838600,0.7,5.5,282.8,1.2
1505842200,0.2,3.8,196.2,0.4
1505845800,0.0,2.4,175.8,0.2
1505849400,0.1,2.8,183.1,0.2
1505853000,0.0,2.4,179.4,0.1
1505856600,0.0,2.4,180.4,0.2
1505860200,0.0,2.9,185.6,0.1
1505863800,0.0,8.1,244.0,0.2
1505867400,0.0,17.5,392.5,0.3
1505871000,0.0,16.9,344.0,0.2
1505874600,0.0,16.4,332.0,0.2
1505878200,0.0,12.8,315.3,0.1
1505881800,0.0,11.9,310.6,0.1
1505885400,0.6,14.0,,0.1
1505889000,,,290.4,0.2
1505892600,1.3,12.0,269.9,
1505896200,3.0,13.1,262.7,0.2
1505899800,5.0,13.5,271.2,0.1
1505903400,12.4,20.5,303.4,0.3
1505907000,22.9,31.6,386.3,0.5
1505910600,21.2,31.3,376.1,0.5
1505914200,15.8,27.7,369.4,0.5
1505917800,11.5,27.2,403.9,1.3
1505921400,5.5,20.0,319.1,2.7
1505925000,1.5,10.2,258.0,1.7
1505928600,,,235.6,1.3
1505932200,,,212.3,1.1
1505935800,0.7,8.8,241.0,1.6
1505939400,0.4,4.5,206.2,1.6
1505943000,0.2,3.8,194.3,1.1
1505946600,0.1,4.9,220.8,1.0
1505950200,0.1,11.5,319.7,0.7
1505953800,0.1,14.0,370.7,0.5
1505957400,0.1,16.4,429.7,0.3
1505961000,0.0,14.1,395.9,0.2
1505964600,0.1,17.1,384.6,0.2
1505968200,0.1,14.6,357.5,0.1
1505971800,0.1,12.9,,0.1
1505975400,,,334.8,0.1
1505979000,0.4,9.1,330.0,
1505982600,0.4,9.2,310.5,0.1
1505986200,2.2,11.1,305.8,0.1
1505989800,10.9,18.4,367.1,0.2
1505993400,16.7,24.4,424.1,0.3
1505997000,23.8,33.6,523.5,0.5
1506000600,27.9,41.6,920.9,0.6
1506004200,25.0,46.1,927.3,0.9
1506007800,15.8,43.0,962.2,1.1
1506011400,2.3,14.6,371.3,0.9
1506015000,0.4,6.1,241.8,0.8
1506018600,0.1,4.9,232.4,0.7
1506022200,0.1,4.6,211.8,0.9
1506025800,0.0,3.5,187.7,0.9
1506029400,0.0,3.1,181.9,0.9
1506033000,0.0,3.7,183.8,0.3
1506036600,0.0,14.0,448.6,0.2
1506040200,0.0,15.4,419.4,0.3
1506043800,0.0,15.4,409.3,0.2
1506047400,0.0,14.2,340.6,0.2
1506051000,0.0,14.0,341.7,0.1
1506054600,0.1,13.5,311.6,0.1
1506058200,0.0,10.9,,0.1
1506061800,,,290.4,0.1
1506065400,0.2,9.6,259.8,
1506069000,1.2,10.6,243.7,0.1
1506072600,2.3,11.7,241.3,0.1
1506076200,6.3,15.8,265.3,0.2
1506079800,15.6,24.9,330.3,0.3
1506083400,19.8,28.5,401.7,0.4
1506087000,,,376.5,0.5
1506090600,16.0,27.9,361.4,0.8
1506094200,10.5,24.2,318.2,0.9
1506097800,2.0,8.6,214.9,0.5
1506101400,0.3,3.9,168.7,0.7
1506105000,0.1,3.0,161.7,0.8
1506108600,0.1,2.6,158.0,0.7
1506112200,0.0,2.1,154.8,0.3
1506115800,0.1,2.1,148.4,0.2
1506119400,0.0,2.7,165.0,0.2
1506123000,0.0,13.9,401.6,0.2
1506126600,0.2,21.1,436.1,0.2
1506130200,0.0,12.4,329.6,0.2
1506133800,0.0,14.5,379.8,0.2
1506137400,0.1,18.1,428.4,0.1
1506141000,0.0,16.6,428.7,0.2
1506144600,0.1,13.0,,0.1
1506148200,,,296.1,0.1
1506151800,0.1,8.8,272.6,
1506155400,0.4,10.2,261.9,0.1
1506159000,0.2,8.5,239.2,0.0
1506162600,2.6,11.6,247.8,0.1
1506166200,2.4,10.8,233.1,0.0
1506169800,4.7,11.6,262.8,0.1
1506173400,4.9,12.0,235.8,0.3
1506177000,6.1,16.0,221.8,1.8
1506180600,3.6,14.1,235.2,4.4
1506184200,1.6,9.7,220.7,5.0
1506187800,1.1,7.9,183.2,14.8
1506191400,0.2,3.5,162.4,6.5
1506195000,0.1,2.6,158.1,2.7
1506198600,0.0,1.6,143.7,1.0
1506202200,0.0,1.0,125.9,0.3
1506205800,0.0,1.1,140.3,0.4
1506209400,0.0,9.9,348.9,0.4
1506213000,0.0,15.6,527.9,0.5
1506216600,0.2,15.0,440.4,0.4
1506220200,0.0,12.2,471.4,0.3
1506223800,0.0,14.1,445.1,0.3
1506227400,0.0,12.7,418.8,0.2
1506231000,0.0,10.8,,0.2
1506234600,,,405.8,0.1
1506238200,0.1,10.2,376.1,
1506241800,1.3,11.6,360.2,0.1
1506245400,0.7,9.5,322.1,0.1
1506249000,0.5,7.8,310.1,0.1
1506252600,2.2,8.4,312.5,0.1
1506256200,5.8,11.7,323.3,0.2
1506259800,3.9,10.6,291.3,0.3
1506263400,2.1,8.3,271.6,0.6
1506267000,0.5,4.5,208.6,0.7
1506270600,0.1,2.4,171.7,0.5
1506274200,0.0,2.2,165.0,1.4
1506277800,0.1,3.0,157.5,5.4
1506281400,0.1,1.9,136.7,3.2
1506285000,0.0,1.8,139.4,3.0
1506288600,0.0,1.9,141.9,3.9
1506292200,0.0,3.0,168.3,3.3
1506295800,0.0,9.4,378.8,2.6
1506299400,0.0,15.6,584.4,1.6
1506303000,0.0,13.4,419.1,1.1
1506306600,0.0,11.8,350.7,0.8
1506310200,0.0,11.3,383.0,0.5
1506313800,0.0,8.3,313.0,0.3
1506317400,0.0,9.5,,0.3
1506321000,,,266.8,0.2
1506324600,0.1,8.7,259.9,
1506328200,1.1,11.7,254.0,0.2
1506331800,2.9,12.8,284.3,0.2
1506335400,10.5,20.1,317.3,0.3
1506339000,22.7,32.1,389.1,0.5
1506342600,29.3,40.3,452.9,0.7
1506346200,11.7,23.1,337.6,0.6
1506349800,,,276.7,0.6
1506353400,,,,0.5
1506357000,0.7,4.3,,0.6
1506360600,0.3,2.0,215.7,
1506364200,0.1,,151.9,0.2
1506367800,0.3,0.8,156.1,0.6
1506371400,0.1,1.4,172.0,1.2
1506375000,0.2,3.5,270.3,2.6
1506378600,0.1,4.6,279.0,1.9
1506382200,0.0,12.8,420.8,1.0
1506385800,0.0,16.1,434.0,0.6
1506389400,0.0,14.4,353.4,0.3
1506393000,0.0,12.8,327.5,0.3
1506396600,0.0,11.9,335.4,0.2
1506400200,0.0,10.8,323.6,0.2
1506403800,0.0,9.7,,0.2
1506407400,,,294.2,0.2
1506411000,0.2,10.4,278.0,
1506414600,0.1,9.5,267.1,0.2
1506418200,0.5,10.6,273.5,0.1
1506421800,8.6,20.9,325.9,0.3
1506425400,17.0,29.1,399.7,0.4
1506429000,30.2,44.0,489.1,0.7
1506432600,33.3,51.7,567.1,0.9
1506436200,30.7,55.8,665.7,1.8
1506439800,8.2,29.4,480.7,2.2
1506443400,1.4,15.5,404.0,1.9
1506447000,0.4,4.7,219.3,0.8
1506450600,0.3,3.0,188.6,0.5
1506454200,0.1,2.6,183.9,3.9
1506457800,0.1,4.2,177.8,9.3
1506461400,0.1,3.7,182.8,7.0
1506465000,0.0,3.2,183.6,2.4
1506468600,0.0,9.0,292.9,0.5
1506472200,0.0,16.9,375.0,0.7
1506475800,0.0,15.6,351.1,0.5
1506479400,0.0,16.2,368.2,0.4
1506483000,0.0,13.7,355.8,0.3
1506486600,0.0,13.8,331.5,0.3
1506490200,0.0,11.4,,0.2
1506493800,,,282.4,0.2
1506497400,0.0,9.0,274.8,
1506501000,0.1,10.5,276.6,0.2
1506504600,0.6,10.9,283.5,0.2
1506508200,6.5,18.1,328.1,0.2
1506511800,18.3,29.4,385.0,0.4
1506515400,35.2,48.1,608.4,0.7
1506519000,32.6,56.1,820.0,2.2
1506522600,17.1,49.0,612.6,2.7
1506526200,3.0,19.3,306.5,1.6
1506529800,0.7,7.0,201.0,1.8
1506533400,0.1,2.3,165.2,0.8
1506537000,0.1,1.2,165.0,1.0
1506540600,0.2,1.1,154.8,1.3
1506544200,0.1,1.5,168.6,0.9
1506547800,0.0,1.5,193.6,0.8
1506551400,0.0,2.5,221.0,0.8
1506555000,0.0,5.2,265.0,1.0
1506558600,0.0,8.3,310.0,0.8
1506562200,0.0,1.6,204.8,0.7
1506565800,0.0,0.3,172.8,0.6
1506569400,0.0,,161.6,0.4
1506573000,0.0,,143.7,0.3
1506576600,0.0,,,0.2
1506580200,,,127.4,0.2
1506583800,0.0,,122.7,
1506587400,0.0,,121.4,0.2
1506591000,0.0,,128.7,0.1
1506594600,0.4,5.8,146.7,0.2
1506598200,0.6,4.9,161.8,0.2
1506601800,1.5,4.0,157.7,0.2
1506605400,1.1,1.1,139.2,0.2
1506609000,0.8,,135.7,0.1
1506612600,0.8,,134.1,0.1
1506616200,0.5,,125.7,0.1
1506619800,0.5,,129.3,0.1
1506623400,0.5,,132.4,0.1
1506627000,0.3,,137.2,0.1
1506630600,0.3,,132.2,0.1
1506634200,0.2,,136.2,0.1
1506637800,0.1,,142.0,0.1
1506641400,0.0,,141.3,0.1
1506645000,0.0,1.1,154.8,0.1
1506648600,0.0,1.9,144.9,0.1
1506652200,0.0,2.0,150.8,0.1
1506655800,0.0,1.5,162.4,0.1
1506659400,0.0,4.5,184.6,0.0
1506663000,0.0,4.0,,0.0
1506666600,,,195.5,0.0
1506670200,0.1,6.2,188.1,
1506673800,1.9,12.7,197.5,0.1
1506677400,2.9,12.8,224.2,0.0
1506681000,16.6,29.2,281.9,0.3
1506684600,28.0,40.9,368.5,0.5
1506688200,25.6,40.9,383.8,0.5
1506691800,22.3,39.3,395.2,0.8
1506695400,,,249.5,1.1
1506699000,1.5,4.9,159.6,2.1
1506702600,1.5,5.2,157.2,1.0
1506706200,0.8,3.9,150.3,0.9
1506709800,0.6,3.4,144.0,1.1
1506713400,0.5,3.1,142.0,1.1
1506717000,0.3,2.6,143.0,0.3
1506720600,0.2,2.9,144.0,0.2
1506724200,0.0,2.8,149.1,0.2
1506727800,0.0,4.1,173.3,0.1
1506731400,0.0,5.7,189.8,0.0
1506735000,0.0,4.6,183.2,0.0
1506738600,0.0,3.5,166.5,0.0
1506742200,0.0,3.5,173.3,0.0
1506745800,0.0,2.3,155.9,0.0
1506749400,0.0,1.7,,0.0
1506753000,,,132.0,0.0
1506756600,0.0,0.6,130.3,
1506760200,0.0,0.6,127.5,0.0
1506763800,0.0,0.8,130.4,0.0
1506767400,0.0,1.4,127.4,0.0
1506771000,0.2,3.5,132.7,0.0
1506774600,0.6,2.0,135.1,0.0
1506778200,0.9,1.9,141.5,0.0
1506781800,0.7,1.7,134.8,0.1
1506785400,0.6,1.5,136.2,0.0
1506789000,0.5,0.9,137.9,0.0
1506792600,0.4,0.7,134.7,0.0
1506796200,0.4,0.6,126.6,0.0
1506799800,0.2,0.4,130.0,0.0
1506803400,0.2,0.3,129.1,0.0
1506807000,0.1,0.5,129.9,0.0
1506810600,0.0,1.3,145.6,0.0
1506814200,0.0,5.5,208.7,0.0
1506817800,0.0,12.5,356.9,0.0
1506821400,0.0,9.0,293.6,0.0
1506825000,0.1,11.5,359.4,0.0
1506828600,0.0,10.0,337.1,0.0
1506832200,0.3,11.3,330.9,0.0
1506835800,0.1,10.0,,0.0
1506839400,,,323.8,0.0
1506843000,0.2,9.3,274.3,
1506846600,0.1,8.4,259.3,0.0
1506850200,0.2,7.3,234.1,0.0
1506853800,0.5,7.8,221.3,0.0
1506857400,2.1,9.7,228.5,0.0
1506861000,6.1,12.7,235.3,0.0
1506864600,5.2,10.5,206.9,0.0
1506868200,3.8,8.4,200.1,0.2
1506871800,1.0,2.8,163.8,0.1
1506875400,0.6,2.0,156.9,0.0
1506879000,0.3,1.2,152.5,0.0
1506882600,0.3,1.2,150.5,0.0
1506886200,0.1,0.9,156.3,0.1
1506889800,0.2,1.6,170.9,0.2
1506893400,0.1,1.4,157.5,0.0
1506897000,0.0,2.1,166.9,0.0
1506900600,0.0,9.0,268.7,0.1
1506904200,0.0,10.9,312.5,0.1
1506907800,0.0,10.4,302.4,0.1
1506911400,0.0,12.1,298.7,0.0
1506915000,0.0,12.2,288.1,0.0
1506918600,0.2,14.2,289.2,0.0
1506922200,0.1,11.5,,0.0
1506925800,,,270.1,0.0
1506929400,1.2,14.5,268.8,
1506933000,3.0,16.1,260.7,0.0
1506936600,9.1,22.3,275.0,0.0
1506940200,13.3,25.7,302.2,0.2
1506943800,23.7,35.1,380.1,0.3
1506947400,31.6,42.9,413.4,0.5
1506951000,22.7,34.4,401.2,0.3
1506954600,21.3,36.5,457.9,0.8
1506958200,13.3,31.5,459.7,1.6
1506961800,8.3,24.7,460.6,1.3
1506965400,4.0,15.8,327.9,1.1
1506969000,2.4,11.6,240.5,0.9
1506972600,1.4,8.7,203.3,0.7
1506976200,0.7,6.0,213.5,0.7
1506979800,0.3,4.9,215.9,0.8
1506983400,0.0,4.9,177.8,0.7
1506987000,0.0,18.7,308.5,2.1
1506990600,0.1,21.3,339.3,2.5
1506994200,0.1,21.6,329.5,2.0
1506997800,0.2,20.3,316.0,1.0
1507001400,0.4,21.9,301.8,0.5
1507005000,0.1,19.1,287.2,0.2
1507008600,0.4,18.3,,0.1
1507012200,,,260.7,0.0
1507015800,2.4,19.5,247.9,
1507019400,5.7,23.5,241.2,0.1
1507023000,3.2,19.0,243.7,0.0
1507026600,11.2,25.4,289.8,0.1
1507030200,19.1,33.7,359.3,0.2
1507033800,36.9,51.4,467.9,0.6
1507037400,29.2,45.4,450.0,0.5
1507041000,21.3,42.9,511.4,1.7
1507044600,6.4,21.7,262.8,3.2
1507048200,2.3,11.1,184.2,2.4
1507051800,1.0,5.9,166.4,2.0
1507055400,0.6,4.8,160.7,1.4
1507059000,0.5,4.9,159.3,0.4
1507062600,0.4,4.1,162.4,0.3
1507066200,0.2,4.4,165.7,0.3
1507069800,0.2,8.7,178.2,0.7
1507073400,0.2,21.1,344.2,1.0
1507077000,0.0,22.7,348.1,1.0
1507080600,0.0,18.8,341.3,0.7
1507084200,0.0,18.3,352.1,0.3
1507087800,0.0,17.8,333.1,0.2
1507091400,0.0,17.5,335.3,0.1
1507095000,0.1,18.9,,0.0
1507098600,,,345.7,0.0
1507102200,0.6,19.7,382.3,
1507105800,1.7,20.0,409.7,0.0
1507109400,4.5,21.6,433.9,0.0
1507113000,11.4,28.0,541.1,0.1
1507116600,25.5,42.3,768.2,0.4
1507120200,47.3,65.8,966.1,0.8
1507123800,47.1,73.8,1050.2,1.4
1507127400,9.1,27.5,373.6,1.1
1507131000,2.7,12.5,,
1507134600,,,174.7,
1507138200,,,164.1,1.1
1507141800,0.5,5.1,167.3,0.7
1507145400,0.3,4.6,159.7,0.6
1507149000,0.2,4.4,158.4,0.5
1507152600,0.1,4.3,165.5,0.5
1507156200,0.0,5.1,175.4,0.6
1507159800,0.0,7.4,206.0,0.5
1507163400,0.2,12.8,222.3,0.6
1507167000,0.0,8.1,194.4,0.7
1507170600,0.0,7.3,181.2,0.9
1507174200,0.0,9.7,208.7,0.9
1507177800,0.0,11.5,204.2,0.8
1507181400,0.0,7.8,,0.9
1507185000,,,160.6,1.2
1507188600,0.0,4.4,154.5,
1507192200,0.0,6.2,161.4,0.9
1507195800,0.0,8.3,178.6,0.8
1507199400,0.1,12.5,202.9,0.6
1507203000,1.1,20.7,268.8,0.6
1507206600,1.9,20.7,267.6,0.8
1507210200,2.5,17.9,241.5,1.0
1507213800,2.4,17.7,236.9,0.9
1507217400,1.2,14.3,214.2,0.7
1507221000,1.1,12.8,196.2,2.4
1507224600,0.9,14.9,210.0,1.9
1507228200,1.0,16.2,240.9,0.4
1507231800,1.5,14.6,242.9,0.2
1507235400,1.4,12.5,246.2,0.2
1507239000,0.8,11.6,246.8,0.2
1507242600,0.3,11.6,246.2,0.2
1507246200,0.1,11.0,223.9,0.3
1507249800,0.1,9.1,211.3,0.3
1507253400,0.1,10.3,225.6,0.3
1507257000,0.1,10.3,221.7,0.2
1507260600,0.1,9.2,207.4,0.1
1507264200,0.0,9.0,198.4,0.1
1507267800,0.0,8.7,,0.1
1507271400,,,175.2,0.1
1507275000,0.0,5.0,162.9,
1507278600,0.0,5.1,165.1,0.2
1507282200,0.0,7.6,176.8,0.3
1507285800,0.1,9.3,183.0,0.3
